Season,Date,ConstructorName,Points
2010,2010-08-01,Ferrari,42.0
2010,2010-09-01,Ferrari,69.0
2010,2010-10-01,Ferrari,55.0
2010,2010-11-01,Ferrari,22.0
2011,2011-03-01,Ferrari,18.0
2011,2011-04-01,Ferrari,32.0
2011,2011-05-01,Ferrari,43.0
2011,2011-06-01,Ferrari,36.0
2011,2011-07-01,Ferrari,86.0
2011,2011-08-01,Ferrari,16.0
2011,2011-09-01,Ferrari,37.0
2011,2011-10-01,Ferrari,57.0
2011,2011-11-01,Ferrari,50.0
2012,2012-03-01,Ferrari,35.0
2012,2012-04-01,Ferrari,10.0
2012,2012-05-01,Ferrari,41.0
2012,2012-06-01,Ferrari,36.0
2012,2012-07-01,Ferrari,67.0
2012,2012-09-01,Ferrari,56.0
2012,2012-10-01,Ferrari,71.0
2012,2012-11-01,Ferrari,84.0
2013,2013-03-01,Ferrari,40.0
2013,2013-04-01,Ferrari,37.0
2013,2013-05-01,Ferrari,46.0
2013,2013-06-01,Ferrari,45.0
2013,2013-07-01,Ferrari,26.0
2013,2013-08-01,Ferrari,24.0
2013,2013-09-01,Ferrari,56.0
2013,2013-10-01,Ferrari,35.0
2013,2013-11-01,Ferrari,45.0
2014,2014-03-01,Ferrari,30.0
2014,2014-04-01,Ferrari,22.0
2014,2014-05-01,Ferrari,26.0
2014,2014-06-01,Ferrari,20.0
2014,2014-07-01,Ferrari,44.0
2014,2014-08-01,Ferrari,18.0
2014,2014-09-01,Ferrari,18.0
2014,2014-10-01,Ferrari,10.0
2014,2014-11-01,Ferrari,28.0
2015,2015-03-01,Ferrari,52.0
2015,2015-04-01,Ferrari,55.0
2015,2015-05-01,Ferrari,51.0
2015,2015-06-01,Ferrari,34.0
2015,2015-07-01,Ferrari,44.0
2015,2015-08-01,Ferrari,6.0
2015,2015-09-01,Ferrari,95.0
2015,2015-10-01,Ferrari,37.0
2015,2015-11-01,Ferrari,54.0
2016,2016-03-01,Ferrari,15.0
2016,2016-04-01,Ferrari,46.0
2016,2016-05-01,Ferrari,60.0
2016,2016-06-01,Ferrari,56.0
2016,2016-07-01,Ferrari,65.0
2016,2016-08-01,Ferrari,10.0
2016,2016-09-01,Ferrari,49.0
2016,2016-10-01,Ferrari,64.0
2016,2016-11-01,Ferrari,33.0
2017,2017-03-01,Ferrari,37.0
2017,2017-04-01,Ferrari,98.0
2017,2017-05-01,Ferrari,61.0
2017,2017-06-01,Ferrari,30.0
2017,2017-07-01,Ferrari,92.0
2017,2017-08-01,Ferrari,30.0
2017,2017-09-01,Ferrari,25.0
2017,2017-10-01,Ferrari,82.0
2017,2017-11-01,Ferrari,67.0
2018,2018-03-01,Ferrari,40.0
2018,2018-04-01,Ferrari,74.0
2018,2018-05-01,Ferrari,42.0
2018,2018-06-01,Ferrari,58.0
2018,2018-07-01,Ferrari,121.0
2018,2018-08-01,Ferrari,25.0
2018,2018-09-01,Ferrari,82.0
2018,2018-10-01,Ferrari,88.0
2018,2018-11-01,Ferrari,41.0
2019,2019-03-01,Ferrari,48.0
2019,2019-04-01,Ferrari,51.0
2019,2019-05-01,Ferrari,40.0
2019,2019-06-01,Ferrari,89.0
2019,2019-07-01,Ferrari,33.0
2019,2019-08-01,Ferrari,27.0
2019,2019-09-01,Ferrari,121.0
2019,2019-10-01,Ferrari,57.0
2019,2019-11-01,Ferrari,13.0
2019,2019-12-01,Ferrari,25.0
2020,2020-07-01,Ferrari,27.0
2020,2020-08-01,Ferrari,34.0
2020,2020-09-01,Ferrari,13.0
2020,2020-10-01,Ferrari,19.0
2020,2020-11-01,Ferrari,38.0
2020,2020-12-01,Ferrari,0.0
2021,2021-03-01,Ferrari,12.0
2021,2021-04-01,Ferrari,22.0
2021,2021-05-01,Ferrari,44.0
2021,2021-06-01,Ferrari,30.0
2021,2021-07-01,Ferrari,40.0
2021,2021-08-01,Ferrari,17.5
2021,2021-09-01,Ferrari,51.0
2021,2021-10-01,Ferrari,34.0
2021,2021-11-01,Ferrari,47.0
2021,2021-12-01,Ferrari,26.0
2022,2022-03-01,Ferrari,78.0
2022,2022-04-01,Ferrari,46.0
2022,2022-05-01,Ferrari,75.0
2022,2022-06-01,Ferrari,29.0
2022,2022-07-01,Ferrari,106.0
2022,2022-08-01,Ferrari,23.0
2022,2022-09-01,Ferrari,49.0
2022,2022-10-01,Ferrari,81.0
2022,2022-11-01,Ferrari,67.0
2023,2023-03-01,Ferrari,26.0
2023,2023-04-01,Ferrari,36.0
2023,2023-05-01,Ferrari,28.0
2023,2023-06-01,Ferrari,32.0
2023,2023-07-01,Ferrari,69.0
2023,2023-08-01,Ferrari,10.0
2023,2023-09-01,Ferrari,84.0
2023,2023-10-01,Ferrari,64.0
2023,2023-11-01,Ferrari,57.0
2024,2024-03-01,Ferrari,93.0
2024,2024-04-01,Ferrari,58.0
2024,2024-05-01,Ferrari,101.0
2024,2024-06-01,Ferrari,39.0
2024,2024-07-01,Ferrari,54.0
2024,2024-08-01,Ferrari,25.0
2024,2024-09-01,Ferrari,71.0
2024,2024-10-01,Ferrari,96.0
2024,2024-11-01,Ferrari,47.0
2024,2024-12-01,Ferrari,68.0
2025,2025-03-01,Ferrari,5.0
2025,2025-04-01,Ferrari,61.0
2025,2025-05-01,Ferrari,58.0
2025,2025-06-01,Ferrari,68.0
2025,2025-07-01,Ferrari,33.0
2025,2025-08-01,Ferrari,12.0
2002,2002-03-01,Toyota,2.0
2002,2002-04-01,Toyota,0.0
2002,2002-05-01,Toyota,0.0
2002,2002-06-01,Toyota,0.0
2002,2002-07-01,Toyota,0.0
2002,2002-08-01,Toyota,0.0
2002,2002-09-01,Toyota,0.0
2002,2002-10-01,Toyota,0.0
2003,2003-03-01,Toyota,0.0
2003,2003-04-01,Toyota,0.0
2003,2003-05-01,Toyota,3.0
2003,2003-06-01,Toyota,1.0
2003,2003-07-01,Toyota,3.0
2003,2003-08-01,Toyota,7.0
2003,2003-09-01,Toyota,0.0
2003,2003-10-01,Toyota,2.0
2004,2004-03-01,Toyota,0.0
2004,2004-04-01,Toyota,0.0
2004,2004-05-01,Toyota,4.0
2004,2004-06-01,Toyota,4.0
2004,2004-07-01,Toyota,0.0
2004,2004-08-01,Toyota,1.0
2004,2004-09-01,Toyota,0.0
2004,2004-10-01,Toyota,0.0
2005,2005-03-01,Toyota,12.0
2005,2005-04-01,Toyota,17.0
2005,2005-05-01,Toyota,15.0
2005,2005-06-01,Toyota,3.0
2005,2005-07-01,Toyota,21.0
2005,2005-08-01,Toyota,3.0
2005,2005-09-01,Toyota,10.0
2005,2005-10-01,Toyota,7.0
2006,2006-03-01,Toyota,1.0
2006,2006-04-01,Toyota,6.0
2006,2006-05-01,Toyota,1.0
2006,2006-06-01,Toyota,3.0
2006,2006-07-01,Toyota,12.0
2006,2006-08-01,Toyota,5.0
2006,2006-09-01,Toyota,2.0
2006,2006-10-01,Toyota,5.0
2007,2007-03-01,Toyota,1.0
2007,2007-04-01,Toyota,4.0
2007,2007-05-01,Toyota,0.0
2007,2007-06-01,Toyota,4.0
2007,2007-07-01,Toyota,0.0
2007,2007-08-01,Toyota,3.0
2007,2007-09-01,Toyota,0.0
2007,2007-10-01,Toyota,1.0
2008,2008-03-01,Toyota,5.0
2008,2008-04-01,Toyota,4.0
2008,2008-05-01,Toyota,0.0
2008,2008-06-01,Toyota,14.0
2008,2008-07-01,Toyota,2.0
2008,2008-08-01,Toyota,16.0
2008,2008-09-01,Toyota,5.0
2008,2008-10-01,Toyota,6.0
2008,2008-11-01,Toyota,4.0
2009,2009-03-01,Toyota,11.0
2009,2009-04-01,Toyota,15.5
2009,2009-05-01,Toyota,0.0
2009,2009-06-01,Toyota,8.0
2009,2009-07-01,Toyota,4.0
2009,2009-08-01,Toyota,0.0
2009,2009-09-01,Toyota,8.0
2009,2009-10-01,Toyota,8.0
2009,2009-11-01,Toyota,5.0
2006,2006-03-01,Super Aguri,0.0
2006,2006-04-01,Super Aguri,0.0
2006,2006-05-01,Super Aguri,0.0
2006,2006-06-01,Super Aguri,0.0
2006,2006-07-01,Super Aguri,0.0
2006,2006-08-01,Super Aguri,0.0
2006,2006-09-01,Super Aguri,0.0
2006,2006-10-01,Super Aguri,0.0
2007,2007-03-01,Super Aguri,0.0
2007,2007-04-01,Super Aguri,0.0
2007,2007-05-01,Super Aguri,1.0
2007,2007-06-01,Super Aguri,3.0
2007,2007-07-01,Super Aguri,0.0
2007,2007-08-01,Super Aguri,0.0
2007,2007-09-01,Super Aguri,0.0
2007,2007-10-01,Super Aguri,0.0
2008,2008-03-01,Super Aguri,0.0
2008,2008-04-01,Super Aguri,0.0
2005,2005-03-01,Red Bull,11.0
2005,2005-04-01,Red Bull,2.0
2005,2005-05-01,Red Bull,6.0
2005,2005-06-01,Red Bull,3.0
2005,2005-07-01,Red Bull,2.0
2005,2005-08-01,Red Bull,3.0
2005,2005-09-01,Red Bull,0.0
2005,2005-10-01,Red Bull,7.0
2006,2006-03-01,Red Bull,1.0
2006,2006-04-01,Red Bull,1.0
2006,2006-05-01,Red Bull,6.0
2006,2006-06-01,Red Bull,1.0
2006,2006-07-01,Red Bull,3.0
2006,2006-08-01,Red Bull,4.0
2006,2006-09-01,Red Bull,0.0
2006,2006-10-01,Red Bull,0.0
2007,2007-03-01,Red Bull,0.0
2007,2007-04-01,Red Bull,0.0
2007,2007-05-01,Red Bull,4.0
2007,2007-06-01,Red Bull,2.0
2007,2007-07-01,Red Bull,10.0
2007,2007-08-01,Red Bull,0.0
2007,2007-09-01,Red Bull,7.0
2007,2007-10-01,Red Bull,1.0
2008,2008-03-01,Red Bull,2.0
2008,2008-04-01,Red Bull,6.0
2008,2008-05-01,Red Bull,7.0
2008,2008-06-01,Red Bull,9.0
2008,2008-07-01,Red Bull,0.0
2008,2008-08-01,Red Bull,0.0
2008,2008-09-01,Red Bull,4.0
2008,2008-10-01,Red Bull,1.0
2008,2008-11-01,Red Bull,0.0
2009,2009-03-01,Red Bull,0.0
2009,2009-04-01,Red Bull,27.5
2009,2009-05-01,Red Bull,15.0
2009,2009-06-01,Red Bull,32.0
2009,2009-07-01,Red Bull,24.0
2009,2009-08-01,Red Bull,6.0
2009,2009-09-01,Red Bull,6.0
2009,2009-10-01,Red Bull,25.0
2009,2009-11-01,Red Bull,18.0
2010,2010-03-01,Red Bull,18.0
2010,2010-04-01,Red Bull,55.0
2010,2010-05-01,Red Bull,98.0
2010,2010-06-01,Red Bull,47.0
2010,2010-07-01,Red Bull,54.0
2010,2010-08-01,Red Bull,58.0
2010,2010-09-01,Red Bull,53.0
2010,2010-10-01,Red Bull,43.0
2010,2010-11-01,Red Bull,72.0
2011,2011-03-01,Red Bull,35.0
2011,2011-04-01,Red Bull,70.0
2011,2011-05-01,Red Bull,117.0
2011,2011-06-01,Red Bull,73.0
2011,2011-07-01,Red Bull,88.0
2011,2011-08-01,Red Bull,43.0
2011,2011-09-01,Red Bull,65.0
2011,2011-10-01,Red Bull,104.0
2011,2011-11-01,Red Bull,55.0
2012,2012-03-01,Red Bull,42.0
2012,2012-04-01,Red Bull,59.0
2012,2012-05-01,Red Bull,45.0
2012,2012-06-01,Red Bull,30.0
2012,2012-07-01,Red Bull,70.0
2012,2012-09-01,Red Bull,51.0
2012,2012-10-01,Red Bull,110.0
2012,2012-11-01,Red Bull,53.0
2013,2013-03-01,Red Bull,66.0
2013,2013-04-01,Red Bull,43.0
2013,2013-05-01,Red Bull,55.0
2013,2013-06-01,Red Bull,55.0
2013,2013-07-01,Red Bull,58.0
2013,2013-08-01,Red Bull,35.0
2013,2013-09-01,Red Bull,65.0
2013,2013-10-01,Red Bull,93.0
2013,2013-11-01,Red Bull,126.0
2014,2014-03-01,Red Bull,15.0
2014,2014-04-01,Red Bull,42.0
2014,2014-05-01,Red Bull,42.0
2014,2014-06-01,Red Bull,44.0
2014,2014-07-01,Red Bull,76.0
2014,2014-08-01,Red Bull,35.0
2014,2014-09-01,Red Bull,51.0
2014,2014-10-01,Red Bull,37.0
2014,2014-11-01,Red Bull,63.0
2015,2015-03-01,Red Bull,11.0
2015,2015-04-01,Red Bull,12.0
2015,2015-05-01,Red Bull,29.0
2015,2015-06-01,Red Bull,3.0
2015,2015-07-01,Red Bull,41.0
2015,2015-08-01,Red Bull,12.0
2015,2015-09-01,Red Bull,31.0
2015,2015-10-01,Red Bull,11.0
2015,2015-11-01,Red Bull,37.0
2016,2016-03-01,Red Bull,12.0
2016,2016-04-01,Red Bull,45.0
2016,2016-05-01,Red Bull,55.0
2016,2016-06-01,Red Bull,28.0
2016,2016-07-01,Red Bull,116.0
2016,2016-08-01,Red Bull,18.0
2016,2016-09-01,Red Bull,42.0
2016,2016-10-01,Red Bull,111.0
2016,2016-11-01,Red Bull,41.0
2017,2017-03-01,Red Bull,10.0
2017,2017-04-01,Red Bull,47.0
2017,2017-05-01,Red Bull,40.0
2017,2017-06-01,Red Bull,40.0
2017,2017-07-01,Red Bull,47.0
2017,2017-08-01,Red Bull,15.0
2017,2017-09-01,Red Bull,31.0
2017,2017-10-01,Red Bull,110.0
2017,2017-11-01,Red Bull,28.0
2018,2018-03-01,Red Bull,20.0
2018,2018-04-01,Red Bull,35.0
2018,2018-05-01,Red Bull,52.0
2018,2018-06-01,Red Bull,57.0
2018,2018-07-01,Red Bull,59.0
2018,2018-08-01,Red Bull,15.0
2018,2018-09-01,Red Bull,54.0
2018,2018-10-01,Red Bull,70.0
2018,2018-11-01,Red Bull,57.0
2019,2019-03-01,Red Bull,31.0
2019,2019-04-01,Red Bull,33.0
2019,2019-05-01,Red Bull,46.0
2019,2019-06-01,Red Bull,59.0
2019,2019-07-01,Red Bull,48.0
2019,2019-08-01,Red Bull,27.0
2019,2019-09-01,Red Bull,67.0
2019,2019-10-01,Red Bull,30.0
2019,2019-11-01,Red Bull,50.0
2019,2019-12-01,Red Bull,26.0
2020,2020-07-01,Red Bull,55.0
2020,2020-08-01,Red Bull,103.0
2020,2020-09-01,Red Bull,34.0
2020,2020-10-01,Red Bull,34.0
2020,2020-11-01,Red Bull,48.0
2020,2020-12-01,Red Bull,45.0
2021,2021-03-01,Red Bull,28.0
2021,2021-04-01,Red Bull,25.0
2021,2021-05-01,Red Bull,96.0
2021,2021-06-01,Red Bull,103.0
2021,2021-07-01,Red Bull,37.0
2021,2021-08-01,Red Bull,14.5
2021,2021-09-01,Red Bull,61.0
2021,2021-10-01,Red Bull,73.0
2021,2021-11-01,Red Bull,104.0
2021,2021-12-01,Red Bull,44.0
2022,2022-03-01,Red Bull,37.0
2022,2022-04-01,Red Bull,76.0
2022,2022-05-01,Red Bull,122.0
2022,2022-06-01,Red Bull,69.0
2022,2022-07-01,Red Bull,127.0
2022,2022-08-01,Red Bull,44.0
2022,2022-09-01,Red Bull,70.0
2022,2022-10-01,Red Bull,151.0
2022,2022-11-01,Red Bull,63.0
2023,2023-03-01,Red Bull,87.0
2023,2023-04-01,Red Bull,93.0
2023,2023-05-01,Red Bull,69.0
2023,2023-06-01,Red Bull,72.0
2023,2023-07-01,Red Bull,182.0
2023,2023-08-01,Red Bull,37.0
2023,2023-09-01,Red Bull,83.0
2023,2023-10-01,Red Bull,108.0
2023,2023-11-01,Red Bull,129.0
2024,2024-03-01,Red Bull,97.0
2024,2024-04-01,Red Bull,98.0
2024,2024-05-01,Red Bull,81.0
2024,2024-06-01,Red Bull,79.0
2024,2024-07-01,Red Bull,53.0
2024,2024-08-01,Red Bull,26.0
2024,2024-09-01,Red Bull,41.0
2024,2024-10-01,Red Bull,37.0
2024,2024-11-01,Red Bull,43.0
2024,2024-12-01,Red Bull,34.0
2025,2025-03-01,Red Bull,30.0
2025,2025-04-01,Red Bull,53.0
2025,2025-05-01,Red Bull,51.0
2025,2025-06-01,Red Bull,19.0
2025,2025-07-01,Red Bull,22.0
2025,2025-08-01,Red Bull,22.0
2008,2008-03-01,Force India,0.0
2008,2008-04-01,Force India,0.0
2008,2008-05-01,Force India,0.0
2008,2008-06-01,Force India,0.0
2008,2008-07-01,Force India,0.0
2008,2008-08-01,Force India,0.0
2008,2008-09-01,Force India,0.0
2008,2008-10-01,Force India,0.0
2008,2008-11-01,Force India,0.0
2009,2009-03-01,Force India,0.0
2009,2009-04-01,Force India,0.0
2009,2009-05-01,Force India,0.0
2009,2009-06-01,Force India,0.0
2009,2009-07-01,Force India,0.0
2009,2009-08-01,Force India,8.0
2009,2009-09-01,Force India,5.0
2009,2009-10-01,Force India,0.0
2009,2009-11-01,Force India,0.0
2010,2010-03-01,Force India,8.0
2010,2010-04-01,Force India,10.0
2010,2010-05-01,Force India,14.0
2010,2010-06-01,Force India,11.0
2010,2010-07-01,Force India,4.0
2010,2010-08-01,Force India,11.0
2010,2010-09-01,Force India,2.0
2010,2010-10-01,Force India,8.0
2010,2010-11-01,Force India,0.0
2011,2011-03-01,Force India,3.0
2011,2011-04-01,Force India,1.0
2011,2011-05-01,Force India,6.0
2011,2011-06-01,Force India,2.0
2011,2011-07-01,Force India,14.0
2011,2011-08-01,Force India,6.0
2011,2011-09-01,Force India,16.0
2011,2011-10-01,Force India,3.0
2011,2011-11-01,Force India,18.0
2012,2012-03-01,Force India,9.0
2012,2012-04-01,Force India,8.0
2012,2012-05-01,Force India,11.0
2012,2012-06-01,Force India,16.0
2012,2012-07-01,Force India,2.0
2012,2012-09-01,Force India,29.0
2012,2012-10-01,Force India,18.0
2012,2012-11-01,Force India,16.0
2013,2013-03-01,Force India,10.0
2013,2013-04-01,Force India,16.0
2013,2013-05-01,Force India,18.0
2013,2013-06-01,Force India,15.0
2013,2013-07-01,Force India,0.0
2013,2013-08-01,Force India,2.0
2013,2013-09-01,Force India,1.0
2013,2013-10-01,Force India,6.0
2013,2013-11-01,Force India,9.0
2014,2014-03-01,Force India,19.0
2014,2014-04-01,Force India,35.0
2014,2014-05-01,Force India,13.0
2014,2014-06-01,Force India,20.0
2014,2014-07-01,Force India,11.0
2014,2014-08-01,Force India,5.0
2014,2014-09-01,Force India,14.0
2014,2014-10-01,Force India,6.0
2014,2014-11-01,Force India,32.0
2015,2015-03-01,Force India,7.0
2015,2015-04-01,Force India,4.0
2015,2015-05-01,Force India,6.0
2015,2015-06-01,Force India,14.0
2015,2015-07-01,Force India,8.0
2015,2015-08-01,Force India,10.0
2015,2015-09-01,Force India,28.0
2015,2015-10-01,Force India,25.0
2015,2015-11-01,Force India,34.0
2016,2016-03-01,Force India,6.0
2016,2016-04-01,Force India,0.0
2016,2016-05-01,Force India,31.0
2016,2016-06-01,Force India,22.0
2016,2016-07-01,Force India,22.0
2016,2016-08-01,Force India,22.0
2016,2016-09-01,Force India,9.0
2016,2016-10-01,Force India,33.0
2016,2016-11-01,Force India,28.0
2017,2017-03-01,Force India,7.0
2017,2017-04-01,Force India,24.0
2017,2017-05-01,Force India,22.0
2017,2017-06-01,Force India,26.0
2017,2017-07-01,Force India,22.0
2017,2017-08-01,Force India,2.0
2017,2017-09-01,Force India,21.0
2017,2017-10-01,Force India,51.0
2017,2017-11-01,Force India,12.0
2018,2018-03-01,Force India,0.0
2018,2018-04-01,Force India,16.0
2018,2018-05-01,Force India,10.0
2018,2018-06-01,Force India,2.0
2018,2018-07-01,Force India,31.0
2018,2018-08-01,Force India,18.0
2018,2018-09-01,Force India,17.0
2018,2018-10-01,Force India,12.0
2018,2018-11-01,Force India,5.0
1964,1964-08-01,Honda,0.0
1964,1964-09-01,Honda,0.0
1964,1964-10-01,Honda,0.0
1965,1965-05-01,Honda,0.0
1965,1965-06-01,Honda,1.0
1965,1965-07-01,Honda,1.0
1965,1965-09-01,Honda,0.0
1965,1965-10-01,Honda,9.0
1966,1966-09-01,Honda,0.0
1966,1966-10-01,Honda,3.0
1967,1967-01-01,Honda,4.0
1967,1967-05-01,Honda,0.0
1967,1967-06-01,Honda,0.0
1967,1967-07-01,Honda,1.0
1967,1967-08-01,Honda,3.0
1967,1967-09-01,Honda,9.0
1967,1967-10-01,Honda,3.0
1968,1968-01-01,Honda,0.0
1968,1968-05-01,Honda,0.0
1968,1968-06-01,Honda,0.0
1968,1968-07-01,Honda,8.0
1968,1968-08-01,Honda,0.0
1968,1968-09-01,Honda,0.0
1968,1968-10-01,Honda,4.0
1968,1968-11-01,Honda,2.0
2006,2006-03-01,Honda,11.0
2006,2006-04-01,Honda,4.0
2006,2006-05-01,Honda,14.0
2006,2006-06-01,Honda,0.0
2006,2006-07-01,Honda,8.0
2006,2006-08-01,Honda,21.0
2006,2006-09-01,Honda,7.0
2006,2006-10-01,Honda,21.0
2007,2007-03-01,Honda,0.0
2007,2007-04-01,Honda,0.0
2007,2007-05-01,Honda,0.0
2007,2007-06-01,Honda,0.0
2007,2007-07-01,Honda,1.0
2007,2007-08-01,Honda,0.0
2007,2007-09-01,Honda,1.0
2007,2007-10-01,Honda,4.0
2008,2008-03-01,Honda,0.0
2008,2008-04-01,Honda,3.0
2008,2008-05-01,Honda,3.0
2008,2008-06-01,Honda,2.0
2008,2008-07-01,Honda,6.0
2008,2008-08-01,Honda,0.0
2008,2008-09-01,Honda,0.0
2008,2008-10-01,Honda,0.0
2008,2008-11-01,Honda,0.0
2007,2007-03-01,Spyker,0.0
2007,2007-04-01,Spyker,0.0
2007,2007-05-01,Spyker,0.0
2007,2007-06-01,Spyker,0.0
2007,2007-07-01,Spyker,0.0
2007,2007-08-01,Spyker,0.0
2007,2007-09-01,Spyker,1.0
2007,2007-10-01,Spyker,0.0
2006,2006-03-01,MF1,0.0
2006,2006-04-01,MF1,0.0
2006,2006-05-01,MF1,0.0
2006,2006-06-01,MF1,0.0
2006,2006-07-01,MF1,0.0
2006,2006-08-01,MF1,0.0
2006,2006-09-01,Spyker MF1,0.0
2006,2006-10-01,Spyker MF1,0.0
1993,1993-03-01,Sauber,2.0
1993,1993-04-01,Sauber,3.0
1993,1993-05-01,Sauber,0.0
1993,1993-06-01,Sauber,1.0
1993,1993-07-01,Sauber,0.0
1993,1993-08-01,Sauber,1.0
1993,1993-09-01,Sauber,5.0
1993,1993-10-01,Sauber,0.0
1993,1993-11-01,Sauber,0.0
1994,1994-03-01,Sauber,1.0
1994,1994-04-01,Sauber,2.0
1994,1994-05-01,Sauber,3.0
1994,1994-06-01,Sauber,0.0
1994,1994-07-01,Sauber,4.0
1994,1994-08-01,Sauber,0.0
1994,1994-09-01,Sauber,0.0
1994,1994-10-01,Sauber,1.0
1994,1994-11-01,Sauber,1.0
1995,1995-03-01,Sauber,0.0
1995,1995-04-01,Sauber,3.0
1995,1995-05-01,Sauber,1.0
1995,1995-06-01,Sauber,0.0
1995,1995-07-01,Sauber,3.0
1995,1995-08-01,Sauber,5.0
1995,1995-09-01,Sauber,6.0
1995,1995-10-01,Sauber,0.0
1995,1995-11-01,Sauber,0.0
1996,1996-03-01,Sauber,0.0
1996,1996-04-01,Sauber,0.0
1996,1996-05-01,Sauber,7.0
1996,1996-06-01,Sauber,3.0
1996,1996-07-01,Sauber,0.0
1996,1996-08-01,Sauber,0.0
1996,1996-09-01,Sauber,0.0
1996,1996-10-01,Sauber,1.0
1997,1997-03-01,Sauber,1.0
1997,1997-04-01,Sauber,3.0
1997,1997-05-01,Sauber,2.0
1997,1997-06-01,Sauber,2.0
1997,1997-07-01,Sauber,0.0
1997,1997-08-01,Sauber,7.0
1997,1997-09-01,Sauber,0.0
1997,1997-10-01,Sauber,1.0
1998,1998-03-01,Sauber,1.0
1998,1998-04-01,Sauber,3.0
1998,1998-05-01,Sauber,0.0
1998,1998-06-01,Sauber,0.0
1998,1998-07-01,Sauber,0.0
1998,1998-08-01,Sauber,4.0
1998,1998-09-01,Sauber,2.0
1998,1998-11-01,Sauber,0.0
1999,1999-03-01,Sauber,0.0
1999,1999-04-01,Sauber,0.0
1999,1999-05-01,Sauber,1.0
1999,1999-06-01,Sauber,1.0
1999,1999-07-01,Sauber,2.0
1999,1999-08-01,Sauber,0.0
1999,1999-09-01,Sauber,0.0
1999,1999-10-01,Sauber,1.0
2000,2000-03-01,Sauber,0.0
2000,2000-04-01,Sauber,1.0
2000,2000-05-01,Sauber,0.0
2000,2000-06-01,Sauber,2.0
2000,2000-07-01,Sauber,3.0
2000,2000-08-01,Sauber,0.0
2000,2000-09-01,Sauber,0.0
2000,2000-10-01,Sauber,0.0
2001,2001-03-01,Sauber,4.0
2001,2001-04-01,Sauber,5.0
2001,2001-05-01,Sauber,3.0
2001,2001-06-01,Sauber,3.0
2001,2001-07-01,Sauber,4.0
2001,2001-08-01,Sauber,1.0
2001,2001-09-01,Sauber,1.0
2001,2001-10-01,Sauber,0.0
2002,2002-03-01,Sauber,3.0
2002,2002-04-01,Sauber,5.0
2002,2002-05-01,Sauber,0.0
2002,2002-06-01,Sauber,1.0
2002,2002-07-01,Sauber,2.0
2002,2002-08-01,Sauber,0.0
2002,2002-09-01,Sauber,0.0
2002,2002-10-01,Sauber,0.0
2003,2003-03-01,Sauber,4.0
2003,2003-04-01,Sauber,4.0
2003,2003-05-01,Sauber,0.0
2003,2003-06-01,Sauber,1.0
2003,2003-07-01,Sauber,0.0
2003,2003-08-01,Sauber,0.0
2003,2003-09-01,Sauber,10.0
2003,2003-10-01,Sauber,0.0
2004,2004-03-01,Sauber,1.0
2004,2004-04-01,Sauber,0.0
2004,2004-05-01,Sauber,9.0
2004,2004-06-01,Sauber,5.0
2004,2004-07-01,Sauber,3.0
2004,2004-08-01,Sauber,10.0
2004,2004-09-01,Sauber,4.0
2004,2004-10-01,Sauber,2.0
2005,2005-03-01,Sauber,0.0
2005,2005-04-01,Sauber,7.0
2005,2005-05-01,Sauber,0.0
2005,2005-06-01,Sauber,5.0
2005,2005-07-01,Sauber,2.0
2005,2005-08-01,Sauber,0.0
2005,2005-09-01,Sauber,3.0
2005,2005-10-01,Sauber,3.0
2010,2010-03-01,Sauber,0.0
2010,2010-04-01,Sauber,0.0
2010,2010-05-01,Sauber,1.0
2010,2010-06-01,Sauber,6.0
2010,2010-07-01,Sauber,8.0
2010,2010-08-01,Sauber,12.0
2010,2010-09-01,Sauber,0.0
2010,2010-10-01,Sauber,16.0
2010,2010-11-01,Sauber,1.0
2011,2011-03-01,Sauber,0.0
2011,2011-04-01,Sauber,7.0
2011,2011-05-01,Sauber,14.0
2011,2011-06-01,Sauber,6.0
2011,2011-07-01,Sauber,8.0
2011,2011-08-01,Sauber,0.0
2011,2011-09-01,Sauber,1.0
2011,2011-10-01,Sauber,5.0
2011,2011-11-01,Sauber,3.0
2012,2012-03-01,Sauber,30.0
2012,2012-04-01,Sauber,1.0
2012,2012-05-01,Sauber,10.0
2012,2012-06-01,Sauber,19.0
2012,2012-07-01,Sauber,20.0
2012,2012-09-01,Sauber,21.0
2012,2012-10-01,Sauber,15.0
2012,2012-11-01,Sauber,10.0
2013,2013-03-01,Sauber,4.0
2013,2013-04-01,Sauber,1.0
2013,2013-05-01,Sauber,0.0
2013,2013-06-01,Sauber,1.0
2013,2013-07-01,Sauber,1.0
2013,2013-08-01,Sauber,0.0
2013,2013-09-01,Sauber,12.0
2013,2013-10-01,Sauber,26.0
2013,2013-11-01,Sauber,12.0
2014,2014-03-01,Sauber,0.0
2014,2014-04-01,Sauber,0.0
2014,2014-05-01,Sauber,0.0
2014,2014-06-01,Sauber,0.0
2014,2014-07-01,Sauber,0.0
2014,2014-08-01,Sauber,0.0
2014,2014-09-01,Sauber,0.0
2014,2014-10-01,Sauber,0.0
2014,2014-11-01,Sauber,0.0
2015,2015-03-01,Sauber,14.0
2015,2015-04-01,Sauber,5.0
2015,2015-05-01,Sauber,2.0
2015,2015-06-01,Sauber,0.0
2015,2015-07-01,Sauber,1.0
2015,2015-08-01,Sauber,1.0
2015,2015-09-01,Sauber,3.0
2015,2015-10-01,Sauber,10.0
2015,2015-11-01,Sauber,0.0
